Glottocode,LanguageName,Source,consonant,tone,vowel
kaxa1239,Kaxararí,saphon,15,0,5
kaxu1237,Kaxuiâna,saphon,12,0,6
kaya1319,Kayardild,er,17,0,6
kaya1319,Yangkaralda,er,18,0,6
kaya1329,Kaiabi,ph,14,0,10
kaya1329,Kayabí,saphon,14,0,12
kaya1330,Mebengokre,saphon,16,0,17
kayt1238,Kaytetye,er,40,0,3
keda1250,Kedayan,uz,18,0,4
keig1242,Keiga,gm,37,2,20
kekc1242,K'EKCHI,upsid,21,0,5
kela1255,Kela,ph,16,0,14
kele1255,Iikile,gm,21,2,7
keli1248,Kaliko,gm,36,3,6
keme1240,Kemezung,gm,20,6,8
kens1251,Kensei Nsei,ph,55,0,10
keny1279,Kenyang,ph,21,0,20
keoo1238,Ke''o; Kéo',ph,24,0,6
kera1255,Kera,uz,24,0,6
kera1255,KERA,upsid,24,0,6
kera1256,Keramin,er,20,0,3
kete1252,kete,gm,16,4,5
kett1243,Ket,ea,14,0,11
kett1243,Ket,spa,18,0,14
kett1243,KET,upsid,18,0,7
kgal1244,Shekgalagari,gm,43,2,8
khak1248,Khakas,ea,23,0,16
khal1271,Khalkhal,ea,23,0,14
kham1282,Brag-g.yab Tibetan,ea,40,0,21
kham1282,Dongwang Tibetan,ea,49,0,29
kham1282,Kami Tibetan,ea,56,0,21
kham1282,Kham Tibetan,ea,44,0,7
kham1282,Nangchenpa Tibetan,ea,60,0,36
kham1282,Rgyalthang Tibetan,ea,44,0,18
kham1282,Sangdam Tibetan,ea,49,0,15
kham1282,Soghpo Tibetan,ea,100,0,33
khan1273,Eastern Khanty,ph,18,0,13
khan1273,KHANTY,upsid,19,0,13
khan1273,Northern Khanty,ea,58,0,29
khan1273,Ostyak,spa,19,0,13
khar1287,Kharia,ea,34,0,5
khar1287,Kharia,ph,37,0,10
khar1287,Kharia,ra,31,0,14
khar1287,Kharia,spa,31,0,10
khar1287,KHARIA,upsid,31,0,5
khas1269,Khasi,ra,27,0,13
khas1269,Khasi,spa,19,0,9
khas1269,KHASI,upsid,21,0,8
khez1235,Khezha,ra,42,3,8
khit1238,Kithaulhu,saphon,13,0,18
khmu1256,KHMU?,upsid,23,0,18
kich1262,Quiche,ph,22,0,10
kiku1240,kikuyu,aa,18,0,14
kild1236,Kildin Saami,ea,113,0,15
kima1244,Kimaragang,gm,18,0,5
kima1246,Khmu,ph,20,4,20
kinn1249,Kinnauri; Kanauri,ph,31,0,15
kiny1244,Kinyarwanda,ph,39,0,10
kiow1266,KIOWA,upsid,22,0,20
kips1239,Kipsigis,gm,14,4,19
kirg1245,Kirghiz,spa,20,0,16
kirg1245,KIRGHIZ,upsid,22,0,8
kirg1245,Kyrgyz,ea,21,0,16
kiri1254,Kirike,ph,24,2,10
kisa1263,Olukisa,gm,24,4,10
kist1241,Goggot,gm,34,0,7
kita1249,maninka-kan,aa,19,0,14
kitj1240,Kija,er,19,0,5
kitu1245,munukutuba,aa,17,0,5
kitu1246,Kituba,gm,15,2,5
klam1254,KLAMATH,upsid,33,0,4
klao1243,KLAO,upsid,11,0,16
koal1240,Koalib,gm,29,0,16
koas1236,Koasati,ph,15,4,6
koda1255,Kod̩agu,ra,27,0,25
kofy1242,Kofyar,gm,23,3,10
koho1244,SRE,upsid,27,0,10
kohu1244,KOHUMONO,upsid,28,0,10
koka1244,Kukata,er,17,0,6
kokb1239,Tripuri,ra,25,0,9
kokn1236,Kok Nar,er,18,0,7
koko1269,Kokota,ph,22,0,5
komc1235,kom,aa,59,7,9
komi1268,Komi,spa,29,0,7
komi1268,KOMI,upsid,26,0,7
komi1268,Komi-Zyrian,ea,30,0,7
komi1269,Komi-Permyak,ea,30,0,7
komi1277,Yodzyak Komi,ea,29,0,8
komo1258,KOMA,upsid,23,0,8
komo1258,Komo,gm,23,0,5
komo1260,komo,aa,24,4,7
kond1295,Kon̩d̩a or Kubi,ra,23,0,20
kond1303,Konda,ea,23,0,10
konk1267,Konkani,ra,35,0,10
konk1267,KONKANI,upsid,19,0,18
konk1269,konkomba,aa,22,8,12
konk1269,Konkomba,gm,21,3,14
konn1242,Konni,ph,31,0,18
koon1245,kɔɔzime,aa,22,6,24
koor1239,Koorete,gm,51,0,10
kora1295,Korafe,ph,19,0,5
kore1280,Korean,ea,21,0,17
kore1280,Korean,spa,22,0,18
kore1280,Korean,uz,20,0,28
kore1280,KOREAN,upsid,21,0,11
kore1283,Koreguaje,saphon,18,0,12
kork1243,Korku,ea,31,0,10
kork1243,Korku,ra,26,0,11
korr1238,Koraga,ra,21,0,13
koru1247,Korubo,saphon,14,0,6
kory1246,KORYAK,upsid,16,0,5
kosh1246,Koshin,gm,23,3,11
kota1263,Kota,ra,26,0,15
kota1263,Kota,spa,23,0,11
kota1263,KOTA,upsid,23,0,5
kota1272,kotafon,gm,29,3,13
koya1251,Koya,ra,21,0,10
koya1251,KOYA,upsid,19,0,5
koya1253,Koyaga,gm,29,2,12
koyr1240,songhoy,aa,21,0,15
koyr1240,songhoy,gm,23,6,14
koyr1242,Songhai,spa,33,0,15
koyr1242,SONGHAI,upsid,15,0,9
koyr1242,"Songhay, Koyraboro Senni",gm,23,0,14
kpan1246,KPAN,upsid,24,0,10
krac1238,Krache,gm,17,3,24
krah1246,Krahô,saphon,12,0,34
kren1239,Krenak,saphon,22,0,13
krik1239,Krinkati-Timbira,saphon,11,0,15
krim1238,Krim,gm,22,0,16
krio1253,krio,aa,22,0,10
krio1253,Krio,gm,25,3,7
kris1246,Isaka,ph,9,4,5
kron1241,Krongo,gm,40,2,20
kuan1247,Kwanyama,gm,26,2,5
kuay1244,Kuay,ph,22,0,25
kuii1252,Kui,ra,20,0,19
kuik1246,Kuikúro-Kalapálo,saphon,14,0,12
kuka1246,Kukatja,er,17,0,6
kuku1273,Gugu Wakura,er,13,0,3
kuku1273,GUGU-YALANDYI,upsid,13,0,3
kuku1273,Kuku Yalanji,er,13,0,3
kuku1273,Wagaman,er,13,0,3
kulu1253,Kulung,ph,22,0,21
kuma1273,Kumauni,ra,31,0,11
kumb1268,Baanbay,er,13,0,6
kumb1268,Gumbaynggir,er,13,0,6
kumi1248,DIEGUENO,upsid,25,0,9
kumi1248,Digueno,spa,25,0,9
kumy1244,Kumyk,ea,23,0,8
kumz1235,Kumzari,uz,27,0,8
kuna1268,Kunama,uz,23,3,8
kuna1268,KUNAMA,upsid,19,0,7
kung1258,Gunggari,er,15,0,3
kung1259,Kungarakany,er,17,0,5
kung1261,!Xun,gm,95,4,21
kuni1267,Kunimaipa,spa,15,0,5
kuni1267,KUNIMAIPA,upsid,15,0,5
kuni1268,Kunigami,ea,20,0,5
kunj1245,Kunjen,spa,23,0,5
kuny1238,Nyanga,gm,44,4,7
kunz1244,Kunza,saphon,23,0,10
kuoo1238,Kuo,gm,29,3,24
kuot1243,Kuot,ph,13,0,6
kupa1239,Kupang Malay,gm,19,0,6
kups1238,SEBEI,upsid,14,0,12
kura1250,Kuranko,gm,26,0,28
kuri1259,kuria,aa,15,0,7
kurr1243,Kurrama,er,21,0,6
kurt1248,Kurtoep,ea,31,0,14
kuru1302,Kurukh,spa,46,0,22
kuru1302,KURUKH,upsid,21,0,11
kuru1302,Kurux,ra,31,0,25
kuru1309,Kuruáya,saphon,18,0,10
kusa1250,kusal,aa,22,0,22
kusu1250,Kusunda,ph,32,0,6
kute1248,Kuteb,ph,28,5,13
kuth1240,Kuthant,er,17,0,8
kuuk1238,Kuugu Ya'u,er,15,0,6
kuun1236,Kungkari,er,19,0,6
kuvi1243,Kuvi,ea,22,0,15
kuvi1243,Kuvi,ph,22,0,15
kuvi1243,Kuvi,ra,28,0,19
kuwa1246,Kwatay,gm,20,4,10
kwai1243,KWAIO,upsid,16,0,5
kwak1269,Kwakiutl,spa,46,0,9
kwak1269,KWAKW'ALA,upsid,42,0,6
kwam1249,Kwama,gm,20,0,5
kwam1250,Kwami,gm,28,2,10
kwam1251,Kwambi,gm,29,2,6
kwan1273,kwangari,gm,22,0,5
kwan1276,Kwanja,gm,21,4,18
kway1241,Eciruuri,gm,17,2,10
kwaz1243,Kwaza,ph,29,0,16
kwaz1243,Kwaza,saphon,19,0,16
kwes1244,kwezo,gm,16,3,6
kwin1241,Kwini,er,17,0,11
kwom1262,KWOMA,upsid,24,0,7
kwom1262,Washkuk,spa,24,0,7
kyen1242,Kyanga,gm,22,3,12
kyer1238,Kyirong Tibetan,ea,40,0,23
lada1244,Ladakhi,ea,33,0,5
lada1244,Ladakhi,ph,33,0,5
lada1244,Ladakhi,ra,37,0,8
ladi1251,Judaeo-Spanish,ea,20,0,5
ladi1251,Judeo-Spanish,uz,20,0,14
ladj1234,Ladji-Ladji,er,17,0,4
lagw1237,Lagwan,gm,34,2,5
lahu1253,Lahu,ea,24,0,22
lahu1253,Lahu,spa,26,5,9
lahu1253,LAHU,upsid,26,0,9
lake1258,Lake Miwok; Miwok (Lake),ph,29,0,10
lakk1238,Lakkia,spa,31,6,22
lakk1238,LAKKIA,upsid,33,0,22
lakk1252,Lak,ea,58,0,10
lakk1252,Lak,spa,60,0,9
lakk1252,LAK,upsid,60,0,9
lako1244,dida,aa,27,3,27
lako1247,Dakota,spa,27,0,9
lako1247,DAKOTA,upsid,28,0,8
lama1275,lama,aa,17,3,33
lama1288,Lamang,gm,37,0,4
lamb1269,Banjara,ra,24,0,10
lamb1269,Lamani,ra,30,0,18
lamb1276,Ferreñafe Quechua,saphon,16,0,3
lamn1239,nsoʼ,aa,26,7,12
lamu1254,Lamalama,er,26,0,3
lamu1254,Tableland Lamalama,er,26,0,3
lang1320,Langi,ph,32,0,20
lang1322,Lango,gm,16,6,10
lang1324,Lango,gm,18,2,20
laoo1244,Lao,ea,63,0,45
laoo1244,Lao,ph,28,0,12
lara1258,Larrakia,er,18,0,6
lara1260,Larantuka Malay,gm,19,0,6
lard1243,Lardil,er,17,0,8
latu1238,Latunde,saphon,12,0,16
lave1249,BRAO,upsid,22,0,9
lavu1241,Lavukaleve,ph,15,0,5
lazz1240,Laz,ea,157,0,27
lazz1240,Laz,ph,27,0,5
leal1235,Chinanteco,ph,28,0,7
leco1242,Leco,saphon,24,0,6
lega1249,lega-shabunda,gm,18,6,14
legb1242,Leggbo,gm,38,3,12
lele1264,LELEMI,upsid,22,0,12
lele1266,Lele,gm,19,2,7
lele1276,lele,aa,23,3,10
lele1276,Lele,gm,23,3,10
lena1238,LENAKEL,upsid,15,0,6
lend1245,lendu,aa,43,4,8
leng1258,Lengola,gm,24,3,5
leni1238,Linngithigh,er,24,0,5
lepc1244,Lepca,ra,26,0,10
lese1243,Balese,gm,29,3,10
leti1246,Leti,gm,10,0,12
lezg1247,Lezgian,ea,126,0,17
libe1240,Liberian English,gm,24,0,12
libe1247,kpelle,aa,21,3,21
libe1247,Kpelle,spa,32,3,14
libe1247,KPELLE,upsid,22,0,12
liby1240,Lebanese Arabic,ph,34,0,16
ligb1244,ligbi,aa,22,2,14
ligu1248,Ligurian,ea,24,0,21
liji1238,Jili,ph,29,3,16
lika1243,Lika,gm,33,3,9
limb1268,limbum,aa,22,6,7
limb1268,limbum (central),gm,23,0,18
limb1268,limbum (northern),gm,23,0,10
limb1268,limbum (southern),gm,37,0,15
ling1263,lingala,aa,15,0,7
lish1246,NEO-ARAMAIC,upsid,24,0,16
lisu1250,Lisu,ea,32,0,10
lisu1250,Lisu,ph,25,6,8
lith1251,Lithuanian,ea,161,0,55
lith1251,Lithuanian,spa,36,0,11
lith1251,LITHUANIAN,upsid,36,0,16
livv1244,Livonian,ea,23,0,8
lizu1234,Lizu,ea,50,0,8
logb1245,Logba,gm,25,3,7
logo1259,Logo,gm,27,3,9
loko1255,lɔkɔ,aa,18,0,7
loma1260,Looma,gm,21,2,28
loma1260,lɔgɔmagooi,aa,28,0,14
long1387,longto,gm,20,4,7
loni1238,Loniu,ph,16,0,7
loth1237,Lotha,ra,35,3,8
lowa1242,gLo Tibetan,ea,35,0,8
lowa1242,South Mustang Tibetan,ea,35,0,7
lowe1385,Lower Sorbian,ea,35,0,7
lowe1402,Ngayawang,er,20,0,3
lowe1415,DANI,upsid,12,0,12
lowe1436,Lower Southern Aranda,er,40,0,4
loxi1235,Zapotec,ph,23,0,7
luch1239,Lucazi,ph,32,0,10
lugb1240,Logbara,spa,26,3,13
lugb1240,lugbara,aa,26,3,10
lugb1240,LUGBARA,upsid,26,0,10
luis1253,Luiseno,spa,23,0,11
luis1253,LUISENO,upsid,21,0,5
lukp1238,lokpa,aa,17,0,20
lumu1239,Lumun,gm,17,2,16
lund1266,Lunda,ph,22,0,10
luok1236,dholuo,aa,26,3,9
luok1236,Luo,spa,23,3,9
luok1236,LUO,upsid,23,0,9
lush1249,Lushai,ra,33,4,6
lush1252,LUSHOOTSEED,upsid,33,0,4
lusi1240,KALIAI,upsid,16,0,5
luth1234,Luthigh,er,18,0,4
luuu1242,Lue,ea,21,0,18
luuu1242,LUE,upsid,22,0,9
luva1239,Luvale,spa,22,4,10
luwo1239,Luwo,gm,19,3,10
luxe1241,Luxembourgish,ea,26,0,22
luxe1241,Luxembourgish,uz,24,0,22
luya1241,Louyi,ph,17,0,5
lyel1241,Lele (Lyélé),ph,21,3,10
lyel1241,lyélé,aa,24,4,16
maas1239,fulfulde,aa,27,0,10
maay1238,Maay,gm,22,0,10
maba1273,Mabaan,gm,19,4,22
maba1277,MABA,upsid,22,0,7
maca1259,Macaguán,saphon,16,0,6
maca1260,Maka,saphon,22,0,10
mace1250,Macedonian,ea,26,0,6
mace1250,Macedonian,ph,26,0,6
mach1266,machame,gm,33,3,10
mach1267,Matsigenka,saphon,18,0,9
mach1268,Manchinere,saphon,13,0,5
macu1259,Macushi,saphon,10,0,12
macu1260,Macuna,saphon,10,0,12
mada1282,mada,gm,23,5,13
mada1293,Mada,ph,22,5,13
madh1244,Madhi-Madhi,er,16,0,4
madi1260,pandikeri,aa,24,4,10
madi1261,Ma''di',ph,45,0,9
madn1237,Matngele,er,17,0,5
mafe1237,Mavea,uz,19,0,5
maga1260,Magahi,ea,34,0,16
maib1239,Maybrat,ph,11,0,5
mait1250,Maithili,ea,26,0,25
mait1250,Maithili,ra,34,0,8
maka1304,mekaa,aa,30,4,21
maka1311,Makassar,gm,18,0,5
mako1251,Shimakonde,ph,18,5,5
maku1278,Makuráp,saphon,10,0,10
mala1464,Malayalam,ea,38,0,15
mala1464,Malayalam,ra,30,0,13
mala1481,Manado Malay,gm,19,0,6
mala1522,Damana,saphon,20,0,7
malg1242,Malkana,er,20,0,6
mall1246,Mal,ph,17,2,22
maln1239,Malngin,er,17,0,4
malo1243,Tamambo; Malo,ph,16,0,5
malt1254,Maltese,ea,24,0,11
malt1254,Maltese,spa,45,0,10
maly1234,Malyangapa,er,21,0,6
mama1271,minyanka,aa,29,2,19
mama1278,Mamaindé,saphon,14,0,20
mamb1294,Mambay; Mambai,ph,26,4,24
mamb1296,cilungu,gm,19,7,10
mamm1241,Western Mam; Tacanec,ph,33,0,10
mamp1244,mampruli,aa,22,0,10
mamp1244,Mampruli,gm,24,2,10
mana1288,Manange,ea,30,0,11
mana1288,Manange,ph,30,5,10
mana1295,Manam,ph,13,0,5
manc1252,MANCHU,upsid,18,0,7
mand1415,MANDARIN,upsid,25,0,7
mand1415,Mandarin Chinese,spa,27,4,12
mand1415,Standard Chinese,ea,25,0,21
mand1415,Standard Chinese; Mandarin,ph,24,4,21
mand1436,Mandingo,ph,19,5,10
mang1381,Mangarrayi,er,17,0,5
mang1382,Mengerrdji,er,18,0,5
mang1383,Mangala,er,17,0,7
mang1394,mangbetu,aa,36,2,9
mani1292,Manipuri,ph,25,2,6
mani1292,Manipuri,ra,27,3,8
mann1248,Mano,gm,22,3,14
mans1258,Northern Mansi,ea,20,0,11
many1256,Manjiljarra,er,17,0,6
many1261,Manya,gm,18,2,7
maon1238,Mao-Naga,ra,20,4,6
maor1246,Maori,spa,10,0,10
mapo1246,Mapoyo,saphon,12,0,7
mapu1245,Araucanian,spa,20,0,6
mapu1245,ARAUCANIAN,upsid,20,0,6
mapu1245,Mapudungun,saphon,22,0,6
maqu1238,Yekwana,saphon,12,0,14
mara1378,Marathi,ra,42,0,13
mara1385,Mara,ph,19,0,5
mara1385,Marra,er,19,0,4
mara1386,Maranungku,spa,19,0,5
mara1404,MARANAO,upsid,13,0,4
marg1251,Marrgu,er,23,0,3
marg1253,Margany,er,25,0,6
marg1265,Margi,spa,36,2,6
marg1265,MARGI,upsid,30,0,4
mari1417,Marramaninyshi,er,16,0,4
mari1419,Marringarr,er,28,0,4
mari1424,Marrithiyel,er,20,0,4
mart1254,Marti Ke,er,27,0,4
mart1255,Martuthunira,er,20,0,6
marw1260,Marwari,ph,36,0,10
masa1299,Orusyan,gm,51,0,12
masa1300,Maasai,spa,21,4,18
masa1300,MAASAI,upsid,19,0,9
matb1237,Matbat,ph,15,0,5
mati1255,Matís,saphon,15,0,6
mato1253,Arára do Mato Grosso,saphon,19,0,14
mats1244,Matses,ph,15,0,6
mats1244,Matsés,saphon,15,0,6
matu1259,matuumbi,gm,15,3,5
maun1240,Maung,spa,19,0,5
maun1240,MAUNG,upsid,17,0,5
maun1240,Mawng,er,17,0,5
mawa1270,Mawa,gm,24,3,6
maxa1247,MAXAKALI,upsid,10,0,10
maxa1247,Maxakalí,saphon,10,0,10
maya1280,Mayi-Kutuna,er,18,0,3
mayi1235,Mayi-Yapi,er,18,0,3
mayi1236,Mayi-Kulan,er,18,0,3
mayo1261,Mayogo,gm,33,3,10
maza1291,Mazanderani,ph,22,0,7
mbaa1245,MBA-NE,upsid,24,0,7
mbab1239,Mbabaram,er,15,0,12
mbab1239,MBABARAM,upsid,20,0,4
mbal1255,Mbalanhu,gm,23,2,6
mbar1253,Rimanggudinhma,er,24,0,5
mbar1254,Mbara,er,17,0,10
mbay1241,Mbay,gm,22,3,19
mbee1249,mbe,gm,26,4,7
mbee1250,Mbe,gm,48,2,7
mbiy1238,Mbiywom,er,23,0,6
mboc1235,Mbo (Ekanang),gm,19,2,14
mboc1235,Mbo (Ngwatta),gm,21,2,13
mboc1235,mboó,aa,20,4,7
mbuk1240,mbukushu,gm,22,0,7
mbuk1243,Mbuko,gm,34,3,8
mbum1254,MBUM,upsid,30,0,8
mbuu1238,Ajumbu,gm,26,3,10
mbya1239,Mbyá,saphon,14,0,12
medu1238,Medumba,ph,16,0,9
meen1242,Me'en,gm,26,0,14
mehi1240,Mehináku,saphon,13,0,10
mehr1241,Mehri,ea,31,0,14
mend1266,mende,aa,23,4,7
mere1246,Mere,gm,33,3,8
merg1238,Myeik Burmese,ea,27,0,21
meru1245,Kimeru,gm,17,0,10
mesc1238,Chiricahua Apache,ph,31,4,16
mesq1240,Masqan,gm,34,0,7
meta1238,metta,aa,20,5,8
mewa1250,Mewati,ph,30,0,20
mezq1235,Otomi,spa,42,3,13
mfum1238,Mfumte,gm,74,5,10
mian1257,Mianmin,ph,13,4,8
mich1243,Michif,ph,25,0,16
mich1245,Michoacan Nahual,ph,20,0,5
miju1243,Mishmi,ra,34,4,16
mina1268,Minangkabau,gm,23,0,10
mind1253,FUZHOU,upsid,14,0,7
mind1253,Min Dong Chinese,ea,15,0,20
ming1252,Mingrelian,ea,92,0,16
ming1252,Mingrelian,ph,30,0,5
mini1256,"Huitoto, Minica",saphon,18,0,6
minj1242,Minjungbal,er,12,0,8
mink1237,Minkin,er,20,0,3
minn1241,XIAMEN,upsid,19,0,6
miny1240,Mising,ra,34,3,9
mira1251,Mirandese,ea,22,0,27
mira1254,Miraña,saphon,17,0,14
miri1266,Miriwoong,er,16,0,4
mith1236,Mithaka,er,26,0,3
miya1259,Miyako,ea,14,0,5
mmaa1238,Numala,gm,23,2,9
mman1238,Mmani,gm,22,0,14
mmen1238,Mmen,ph,27,5,9
moch1256,Kimochi,gm,20,0,5
moch1259,Mochica,saphon,20,0,12
moco1246,Mocovi,ph,23,0,8
moco1246,Mocoví,saphon,21,0,8
mode1248,Greek,ea,24,0,5
mode1248,Greek,uz,54,0,10
mode1248,GREEK,upsid,21,0,5
mode1248,Modern Greek,spa,21,0,5
mofu1248,mofu-gudur,aa,35,2,7
mofu1248,"Mofu, South",gm,35,0,5
mogh1245,MOGHOL,upsid,24,0,5
mogh1246,Moghamo,gm,33,3,14
moke1242,Moken,gm,20,0,18
moke1242,Moken,ph,22,0,10
mokl1243,Moklen,gm,19,0,27
mokp1239,Mokpwe,gm,22,2,7
moks1248,Moksha,ea,68,0,13
mola1238,Molalla,ph,23,0,7
molo1266,Moloko,gm,31,6,10
mong1331,Mongolian,ea,32,0,14
mong1338,mongo-nkundu,gm,45,4,7
mono1269,Mono,gm,35,3,24
mono1270,Mono,ph,33,3,8
morb1239,MOR,upsid,14,0,5
mori1268,Mori Bawah,gm,22,0,5
mori1278,Mauritian Creole,gm,21,0,9
moro1284,Morokodo,gm,42,2,10
moro1285,MORO,upsid,22,0,7
moro1292,Moroccan Arabic,spa,74,0,4
moru1253,Moru,gm,26,3,9
mose1249,Moseten,ph,26,0,12
mose1249,Mosetén de Covendo,saphon,23,0,16
mose1249,Mosetén de Santa Ana,saphon,23,0,18
mose1249,Tsimané,saphon,23,0,18
moss1236,moore,aa,17,2,24
motl1237,Mwotlap,ph,15,0,7
movi1243,Movima,saphon,19,0,10
movi1243,MOVIMA,upsid,18,0,5
moyo1238,Moyon,ra,24,3,13
mpad1242,Kotoko,gm,30,4,6
mpal1238,Mpalitjanh,er,22,0,4
mpar1238,Central Arrernte,er,40,0,4
mpon1254,Mpumpun,ph,29,2,7
mudb1240,Mudburra,er,17,0,6
mudh1235,Kon̩ekar Gadaba,ra,19,0,12
mufi1238,Muhiang,ph,17,0,5
muin1242,Muinane,saphon,22,0,6
muin1242,MUINANE,upsid,22,0,6
mull1237,Malak-Malak,er,14,0,5
mull1237,MALAKMALAK,upsid,14,0,5
mulu1243,Muluridji,er,13,0,3
muna1247,Muna,ph,28,0,5
mund1320,Bhumij,ra,33,0,21
mund1320,Mundari,ea,23,0,5
mund1320,Mundari,ra,21,0,18
mund1320,Mundari,spa,32,0,5
mund1320,MUNDARI,upsid,32,0,5
mund1325,Mundang,gm,37,3,27
mund1326,mündü,aa,29,3,9
mund1327,mundani,aa,23,4,14
mund1328,Mundabli,gm,22,4,12
mund1330,Mundurukú,saphon,17,0,20
mund1330,Mundurukú,ph,17,2,20
mung1266,Mungaka,ph,21,3,9
muni1258,Muniche,saphon,22,0,5
munj1244,Munji,ea,35,0,9
mura1269,Kuninjku,er,22,0,5
murl1244,murle,aa,20,0,14
murl1244,MURSI,upsid,21,0,5
murr1258,MURINHPATHA,upsid,21,0,4
murr1259,Murrinh-patha,er,24,0,4
muru1266,Muruwari,er,19,0,6
muru1274,"Huitoto, Murui",saphon,14,0,6
muya1243,Muyang,gm,27,5,14
mvum1238,Mvumbo,ph,47,0,8
mwag1236,mwaghavul,aa,25,0,12
mwal1237,Mwali,gm,19,0,5
mwan1247,Kimwani,gm,21,0,5
mwan1250,muan,aa,21,6,12
myen1241,myene,gm,29,0,7
naas1242,Nasioi,spa,8,0,10
naas1242,NASIOI,upsid,8,0,5
nade1244,Nadëb,saphon,17,0,17
nafa1258,nafaanra,aa,25,0,19
naga1394,Nagamese,ph,26,0,21
naia1238,Mayali,er,22,0,5
naik1250,Naiki,ra,36,0,10
najd1235,Najdi Arabic,ea,25,0,8
naka1260,Nakara,er,20,0,5
naki1238,Naki,ph,36,0,8
nama1264,NAMA,upsid,32,0,9
nama1265,Nama,spa,19,6,8
nami1256,Namia,ph,9,0,6
nana1257,NANAI,upsid,18,0,6
nand1266,Nandi,ph,13,0,10
nang1259,Ngan'gityemerri,er,19,0,4
nang1259,Nganikurungkurr,ph,20,0,8
nank1250,Nankina,ph,14,0,6
nant1250,Nanti,saphon,18,0,9
napo1242,Napo Quichua,saphon,20,0,3
nara1262,Nara,uz,43,6,10
nara1262,NERA,upsid,17,0,5
nari1240,Laarim,gm,22,3,9
nari1241,Nari Nari,er,18,0,5
narp1239,Nar-Phu,ea,25,0,24
narr1259,Yaraldi,er,20,0,5
naru1238,Narrungga,er,21,0,6
nate1242,Nateni,gm,13,3,24
natu1246,NAMBAKAENGO,upsid,30,0,17
nauk1242,Naukan Yupik,ea,18,0,4
nava1243,Navaho,spa,36,2,16
nava1243,NAVAJO,upsid,31,0,16
nawd1238,nawdm,aa,21,0,14
nawu1242,Nawuri,gm,29,2,9
naxi1245,NAXI,upsid,38,0,11
